"Name","Date release","Total downloads","Cumulative downloads"
"rjwsacruncher_0.1.0",2019-06-15,8948,8948
"rjwsacruncher_0.1.1",2021-07-21,842,9790
"rjwsacruncher_0.1.2",2021-09-11,1705,11495
